tick,S,K,C,r,T,true_iv,true_delta,true_vega,true_gamma,is_liquid
284,0.992082,1.000000,0.002128,0.052500,0.016866,0.094148,0.283780,0.043652,27.930860,1
285,0.991438,1.000000,0.001920,0.052500,0.016866,0.093388,0.264385,0.042124,27.207563,1
286,0.990796,1.000000,0.001698,0.052500,0.016866,0.091974,0.243831,0.040347,26.494593,1
287,0.990154,1.000000,0.001516,0.052500,0.016866,0.091163,0.225114,0.038577,25.591160,1
288,0.989513,1.000000,0.001346,0.052500,0.016866,0.090344,0.206915,0.036714,24.608127,1
289,0.988873,1.000000,0.001223,0.052500,0.016866,0.090449,0.191798,0.035052,23.496927,1
290,0.988234,1.000000,0.001073,0.052500,0.016866,0.089497,0.174556,0.033030,22.405964,1
291,0.987596,1.000000,0.000937,0.052500,0.016866,0.088553,0.158023,0.030954,21.248950,1
292,0.986958,1.000000,0.000839,0.052500,0.016866,0.088521,0.144765,0.029182,20.066018,1
293,0.986321,1.000000,0.000729,0.052500,0.016866,0.087713,0.130153,0.027120,18.843724,1
294,0.985685,1.000000,0.000632,0.052500,0.016866,0.086994,0.116602,0.025092,17.601927,1
295,0.985050,1.000000,0.000567,0.052500,0.016866,0.087239,0.106445,0.023493,16.454816,1
296,0.984416,1.000000,0.000476,0.052500,0.016866,0.086024,0.093238,0.021312,15.157657,1
297,0.983782,1.000000,0.000425,0.052500,0.016866,0.086242,0.084538,0.019800,14.064875,1
298,0.983150,1.000000,0.000367,0.052500,0.016866,0.085834,0.075008,0.018076,12.917440,1
299,0.982518,1.000000,0.000308,0.052500,0.016866,0.085031,0.065344,0.016245,11.734236,1
300,0.981887,1.000000,0.000267,0.052500,0.016866,0.084829,0.057822,0.014756,10.697439,1
301,0.981257,1.000000,0.000228,0.052500,0.016866,0.084507,0.050725,0.013295,9.687420,1
302,0.980627,1.000000,0.000202,0.052500,0.016866,0.084859,0.045586,0.012198,8.862509,1
303,0.979999,1.000000,0.000167,0.052500,0.016866,0.084084,0.038897,0.010721,7.871276,1
304,0.979371,1.000000,0.000147,0.052500,0.016866,0.084455,0.034817,0.009786,7.162501,1
305,0.978744,1.000000,0.000128,0.052500,0.016866,0.084587,0.030762,0.008830,6.461280,1
306,0.978118,1.000000,0.000109,0.052500,0.016866,0.084431,0.026706,0.007846,5.758905,1
307,0.977492,1.000000,0.000090,0.052500,0.016866,0.083904,0.022618,0.006820,5.044105,1
308,0.976868,1.000000,0.000080,0.052500,0.016866,0.084481,0.020330,0.006229,4.580790,1
309,0.976244,1.000000,0.000073,0.052500,0.016866,0.085434,0.018690,0.005795,4.219985,1
310,1.047122,1.000000,0.048555,0.052500,0.025080,0.137544,0.985564,0.006076,1.606474,1
311,1.041416,1.000000,0.042990,0.052500,0.025080,0.140225,0.971139,0.010867,2.849102,1
312,1.039999,1.000000,0.041551,0.052500,0.025080,0.134360,0.972299,0.010488,2.877586,1
313,1.032972,1.000000,0.034804,0.052500,0.025080,0.134254,0.945015,0.018194,5.064025,1
314,1.029494,1.000000,0.031313,0.052500,0.025080,0.122967,0.941789,0.018966,5.802409,1
315,1.026039,1.000000,0.028007,0.052500,0.025080,0.119134,0.925307,0.022929,7.289611,1
316,1.024664,1.000000,0.026696,0.052500,0.025080,0.117311,0.917981,0.024582,7.957937,1
317,1.023292,1.000000,0.025569,0.052500,0.025080,0.121774,0.898287,0.028795,9.004048,1
318,1.022607,1.000000,0.024736,0.052500,0.025080,0.114059,0.906510,0.027050,9.042768,1
319,1.021924,1.000000,0.024311,0.052500,0.025080,0.120577,0.887669,0.030892,9.781761,1
320,1.021241,1.000000,0.023540,0.052500,0.025080,0.115208,0.891270,0.030158,10.007913,1
321,1.020559,1.000000,0.023011,0.052500,0.025080,0.117571,0.879608,0.032405,10.551521,1
322,1.019879,1.000000,0.022328,0.052500,0.025080,0.114984,0.877455,0.032790,10.931472,1
323,1.019199,1.000000,0.021780,0.052500,0.025080,0.116316,0.867159,0.034658,11.437396,1
324,1.017842,1.000000,0.020513,0.052500,0.025080,0.113572,0.856658,0.036455,12.353957,1
325,1.016488,1.000000,0.019415,0.052500,0.025080,0.114841,0.836626,0.039704,13.341622,1
326,1.015813,1.000000,0.018777,0.052500,0.025080,0.112991,0.831297,0.040509,13.853473,1
327,1.015138,1.000000,0.018147,0.052500,0.025080,0.111251,0.825448,0.041373,14.389454,1
328,1.013792,1.000000,0.017003,0.052500,0.025080,0.110189,0.807612,0.043903,15.457208,1
329,1.012449,1.000000,0.015861,0.052500,0.025080,0.108651,0.789348,0.046294,16.573663,1
330,1.011110,1.000000,0.014702,0.052500,0.025080,0.106259,0.771327,0.048464,17.788396,1
331,1.010442,1.000000,0.014250,0.052500,0.025080,0.107438,0.756909,0.050093,18.208356,1
332,1.009774,1.000000,0.013600,0.052500,0.025080,0.104521,0.750303,0.050784,18.999956,1
333,1.009108,1.000000,0.013096,0.052500,0.025080,0.104364,0.737770,0.052064,19.534026,1
334,1.008442,1.000000,0.012559,0.052500,0.025080,0.103432,0.726343,0.053160,20.151319,1
335,1.007777,1.000000,0.012063,0.052500,0.025080,0.103106,0.713370,0.054330,20.687581,1
336,1.007113,1.000000,0.011555,0.052500,0.025080,0.102392,0.700707,0.055395,21.268081,1
337,1.005788,1.000000,0.010618,0.052500,0.025080,0.101928,0.672630,0.057498,22.234355,1
338,1.005127,1.000000,0.010138,0.052500,0.025080,0.101236,0.658771,0.058405,22.769299,1
339,1.004466,1.000000,0.009593,0.052500,0.025080,0.099288,0.646180,0.059151,23.543792,1
340,1.003807,1.000000,0.009192,0.052500,0.025080,0.099634,0.630113,0.060016,23.836045,1
341,1.003148,1.000000,0.008661,0.052500,0.025080,0.097639,0.616450,0.060658,24.615788,1
342,1.002490,1.000000,0.008282,0.052500,0.025080,0.097976,0.599838,0.061342,24.840244,1
343,1.001834,1.000000,0.007772,0.052500,0.025080,0.096016,0.584987,0.061853,25.592057,1
344,1.001177,1.000000,0.007367,0.052500,0.025080,0.095594,0.568390,0.062321,25.933674,1
345,1.000522,1.000000,0.006963,0.052500,0.025080,0.095000,0.551616,0.062682,26.281007,1
346,0.999868,1.000000,0.006553,0.052500,0.025080,0.094131,0.534631,0.062932,26.664583,1
347,0.999214,1.000000,0.006203,0.052500,0.025080,0.094020,0.517185,0.063071,26.789748,1
348,0.998562,1.000000,0.005833,0.052500,0.025080,0.093417,0.499644,0.063088,27.005115,1
349,0.997910,1.000000,0.005483,0.052500,0.025080,0.092944,0.481921,0.062982,27.132563,1
350,0.997259,1.000000,0.005068,0.052500,0.025080,0.091245,0.463506,0.062742,27.568169,1
351,0.996609,1.000000,0.004772,0.052500,0.025080,0.091227,0.445609,0.062378,27.449801,1
352,0.995960,1.000000,0.004456,0.052500,0.025080,0.090706,0.427399,0.061879,27.422147,1
353,0.995311,1.000000,0.004082,0.052500,0.025080,0.089030,0.407919,0.061200,27.667897,1
354,0.994664,1.000000,0.003826,0.052500,0.025080,0.089062,0.390140,0.060444,27.351462,1
355,0.994017,1.000000,0.003498,0.052500,0.025080,0.087702,0.370576,0.059466,27.362198,1
356,0.993371,1.000000,0.003249,0.052500,0.025080,0.087437,0.352599,0.058426,27.000136,1
357,0.992726,1.000000,0.003006,0.052500,0.025080,0.087078,0.334679,0.057254,26.601807,1
358,0.992082,1.000000,0.002758,0.052500,0.025080,0.086392,0.316332,0.055912,26.219133,1
359,0.991438,1.000000,0.002490,0.052500,0.025080,0.085115,0.296850,0.054330,25.892750,1
360,0.990796,1.000000,0.002281,0.052500,0.025080,0.084668,0.279370,0.052761,25.310615,1
361,0.990154,1.000000,0.002079,0.052500,0.025080,0.084118,0.261977,0.051061,24.687272,1
362,0.989513,1.000000,0.001890,0.052500,0.025080,0.083588,0.245002,0.049263,24.000013,1
363,0.988873,1.000000,0.001714,0.052500,0.025080,0.083084,0.228515,0.047380,23.252861,1
364,0.988234,1.000000,0.001538,0.052500,0.025080,0.082330,0.211778,0.045328,22.478323,1
365,0.987596,1.000000,0.001408,0.052500,0.025080,0.082341,0.197742,0.043488,21.590866,1
366,0.986958,1.000000,0.001265,0.052500,0.025080,0.081831,0.182752,0.041405,20.711609,1
367,0.986321,1.000000,0.001123,0.052500,0.025080,0.081055,0.167525,0.039156,19.799864,1
368,0.985050,1.000000,0.000902,0.052500,0.025080,0.080398,0.141581,0.034987,17.882281,1
369,0.983782,1.000000,0.000714,0.052500,0.025080,0.079684,0.118002,0.030799,15.923538,1
370,0.983150,1.000000,0.000630,0.052500,0.025080,0.079249,0.106960,0.028692,14.935087,1
371,0.982518,1.000000,0.000546,0.052500,0.025080,0.078526,0.095756,0.026453,13.914065,1
372,0.981257,1.000000,0.000424,0.052500,0.025080,0.077979,0.077894,0.022640,12.023067,1
373,0.979999,1.000000,0.000321,0.052500,0.025080,0.077240,0.062031,0.018975,10.199180,1
374,0.978744,1.000000,0.000246,0.052500,0.025080,0.077002,0.049696,0.015908,8.599260,1
375,0.977492,1.000000,0.000189,0.052500,0.025080,0.076849,0.039523,0.013210,7.173385,1
376,0.976868,1.000000,0.000169,0.052500,0.025080,0.077183,0.035859,0.012194,6.601339,1
377,0.976244,1.000000,0.000147,0.052500,0.025080,0.077062,0.031721,0.011017,5.980932,1
378,0.974999,1.000000,0.000112,0.052500,0.025080,0.077050,0.024940,0.009006,4.902776,1
379,0.973757,1.000000,0.000089,0.052500,0.025080,0.077724,0.020308,0.007564,4.092335,1
380,0.972518,1.000000,0.000073,0.052500,0.025080,0.078716,0.016852,0.006445,3.451723,1
381,1.061665,1.000000,0.063160,0.052500,0.027818,0.141168,0.995542,0.002311,0.522156,1
382,1.057992,1.000000,0.059516,0.052500,0.027818,0.143724,0.992337,0.003724,0.832166,1
383,1.047122,1.000000,0.048795,0.052500,0.027818,0.143172,0.977324,0.009403,2.153328,1
384,1.043548,1.000000,0.045345,0.052500,0.027818,0.145364,0.966416,0.013000,2.952198,1
385,1.036473,1.000000,0.038461,0.052500,0.027818,0.138506,0.947975,0.018401,4.445780,1
386,1.032972,1.000000,0.035142,0.052500,0.027818,0.137224,0.932234,0.022561,5.539035,1
387,1.030187,1.000000,0.032244,0.052500,0.027818,0.123748,0.936001,0.021525,5.891809,1
388,1.026039,1.000000,0.028349,0.052500,0.027818,0.121303,0.911951,0.027340,7.696281,1
389,1.022607,1.000000,0.025311,0.052500,0.027818,0.122562,0.880062,0.034106,9.566128,1
390,1.021924,1.000000,0.024679,0.052500,0.027818,0.121637,0.875158,0.035055,9.920432,1
391,1.020559,1.000000,0.023465,0.052500,0.027818,0.120840,0.862648,0.037396,10.681299,1
392,1.019199,1.000000,0.022200,0.052500,0.027818,0.118293,0.852625,0.039169,11.459128,1
393,1.015813,1.000000,0.019276,0.052500,0.027818,0.115948,0.814999,0.045224,13.588235,1
394,1.015138,1.000000,0.018606,0.052500,0.027818,0.113272,0.811121,0.045778,14.098260,1
395,1.013792,1.000000,0.017553,0.052500,0.027818,0.113817,0.790452,0.048669,14.956532,1
396,1.013120,1.000000,0.016972,0.052500,0.027818,0.112736,0.782394,0.049718,15.445909,1
397,1.012449,1.000000,0.016331,0.052500,0.027818,0.110392,0.776521,0.050449,16.027040,1
398,1.011779,1.000000,0.015804,0.052500,0.027818,0.110192,0.766025,0.051732,16.486162,1
399,1.011110,1.000000,0.015258,0.052500,0.027818,0.109488,0.756203,0.052874,16.980849,1
400,1.010442,1.000000,0.014706,0.052500,0.027818,0.108553,0.746476,0.053951,17.499255,1
401,1.009774,1.000000,0.014174,0.052500,0.027818,0.107877,0.735902,0.055068,17.997069,1
402,1.009108,1.000000,0.013683,0.052500,0.027818,0.107793,0.723916,0.056267,18.427742,1
403,1.008442,1.000000,0.013127,0.052500,0.027818,0.106419,0.713890,0.057208,19.002680,1
404,1.007777,1.000000,0.012617,0.052500,0.027818,0.105745,0.702250,0.058242,19.495180,1
405,1.007113,1.000000,0.012200,0.052500,0.027818,0.106505,0.687977,0.059427,19.776028,1
406,1.006450,1.000000,0.011705,0.052500,0.027818,0.105786,0.675809,0.060354,20.247715,1
407,1.005788,1.000000,0.011118,0.052500,0.027818,0.103439,0.665607,0.061071,20.980617,1
408,1.005127,1.000000,0.010703,0.052500,0.027818,0.103771,0.651178,0.062018,21.265729,1
409,1.004466,1.000000,0.010184,0.052500,0.027818,0.102272,0.638860,0.062744,21.859004,1
410,1.003807,1.000000,0.009783,0.052500,0.027818,0.102522,0.624065,0.063535,22.109287,1
411,1.003148,1.000000,0.009331,0.052500,0.027818,0.101800,0.610122,0.064188,22.524631,1
412,1.002490,1.000000,0.008879,0.052500,0.027818,0.100942,0.595962,0.064764,22.950147,1
413,1.001834,1.000000,0.008453,0.052500,0.027818,0.100350,0.581244,0.065273,23.297357,1
414,1.001177,1.000000,0.007963,0.052500,0.027818,0.098617,0.566929,0.065677,23.884644,1
415,1.000522,1.000000,0.007611,0.052500,0.027818,0.098833,0.551128,0.066025,23.990361,1
416,0.999868,1.000000,0.007207,0.052500,0.027818,0.098102,0.535603,0.066264,24.288301,1
417,0.999214,1.000000,0.006765,0.052500,0.027818,0.096629,0.519903,0.066403,24.742478,1
418,0.997910,1.000000,0.005992,0.052500,0.027818,0.094890,0.487232,0.066365,25.247418,1
419,0.997259,1.000000,0.005701,0.052500,0.027818,0.095206,0.470925,0.066179,25.126100,1
420,0.996609,1.000000,0.005293,0.052500,0.027818,0.093581,0.453721,0.065866,25.474457,1
421,0.995960,1.000000,0.004958,0.052500,0.027818,0.092870,0.436698,0.065433,25.533960,1
422,0.995311,1.000000,0.004648,0.052500,0.027818,0.092386,0.419752,0.064882,25.484588,1
423,0.994664,1.000000,0.004340,0.052500,0.027818,0.091727,0.402595,0.064200,25.431261,1
424,0.994017,1.000000,0.004038,0.052500,0.027818,0.090988,0.385289,0.063386,25.345701,1
425,0.993371,1.000000,0.003762,0.052500,0.027818,0.090477,0.368275,0.062460,25.149129,1
426,0.992726,1.000000,0.003481,0.052500,0.027818,0.089674,0.350859,0.061383,24.968923,1
427,0.992082,1.000000,0.003219,0.052500,0.027818,0.088994,0.333679,0.060188,24.702004,1
428,0.991438,1.000000,0.002983,0.052500,0.027818,0.088554,0.317069,0.058905,24.327364,1
429,0.990796,1.000000,0.002767,0.052500,0.027818,0.088258,0.300975,0.057541,23.874588,1
430,0.990154,1.000000,0.002519,0.052500,0.027818,0.087193,0.283425,0.055918,23.515028,1
431,0.989513,1.000000,0.002311,0.052500,0.027818,0.086606,0.267136,0.054277,23.009364,1
432,0.988873,1.000000,0.002147,0.052500,0.027818,0.086665,0.252760,0.052716,22.361335,1
433,0.988234,1.000000,0.001933,0.052500,0.027818,0.085533,0.235712,0.050735,21.834278,1
434,0.987596,1.000000,0.001776,0.052500,0.027818,0.085324,0.221432,0.048953,21.146187,1
435,0.986321,1.000000,0.001458,0.052500,0.027818,0.084151,0.192079,0.044940,19.734139,1
436,0.985050,1.000000,0.001192,0.052500,0.027818,0.083239,0.165319,0.040834,18.174384,1
437,0.983782,1.000000,0.000972,0.052500,0.027818,0.082564,0.141319,0.036754,16.534620,1
438,0.983150,1.000000,0.000868,0.052500,0.027818,0.082064,0.129652,0.034624,15.691462,1
439,0.982518,1.000000,0.000778,0.052500,0.027818,0.081707,0.118958,0.032580,14.848715,1
440,0.981257,1.000000,0.000635,0.052500,0.027818,0.081584,0.100906,0.028912,13.230730,1
441,0.979999,1.000000,0.000494,0.052500,0.027818,0.080593,0.082614,0.024896,11.562780,1
442,0.978744,1.000000,0.000394,0.052500,0.027818,0.080366,0.068475,0.021549,10.062333,1
443,0.977492,1.000000,0.000307,0.052500,0.027818,0.079898,0.055685,0.018314,8.623933,1
444,0.976868,1.000000,0.000275,0.052500,0.027818,0.079957,0.050626,0.016971,7.995844,1
445,0.976244,1.000000,0.000243,0.052500,0.027818,0.079826,0.045562,0.015589,7.365863,1
446,0.974999,1.000000,0.000195,0.052500,0.027818,0.080066,0.037541,0.013307,6.285152,1
447,0.973757,1.000000,0.000156,0.052500,0.027818,0.080385,0.030886,0.011320,5.338999,1
448,0.972518,1.000000,0.000121,0.052500,0.027818,0.080301,0.024710,0.009388,4.443450,1
449,0.971282,1.000000,0.000102,0.052500,0.027818,0.081323,0.020984,0.008169,3.827994,1
450,0.970665,1.000000,0.000102,0.052500,0.027818,0.082898,0.020632,0.008048,3.704112,1
451,0.970049,1.000000,0.000086,0.052500,0.027818,0.082357,0.017839,0.007107,3.296930,1
452,0.968820,1.000000,0.000073,0.052500,0.027818,0.083489,0.015271,0.006214,2.850709,1
453,1.317929,1.000000,0.327621,0.052500,0.030555,1.127049,0.934211,0.029485,0.492928,0
454,1.312273,1.000000,0.321820,0.052500,0.030555,1.109488,0.934031,0.029420,0.503954,0
455,1.282549,1.000000,0.292181,0.052500,0.030555,1.044290,0.928307,0.030659,0.584128,0
456,1.280400,1.000000,0.302856,0.052500,0.030555,1.370212,0.876656,0.045645,0.665013,0
457,1.279329,1.000000,0.299289,0.052500,0.030555,1.311444,0.884188,0.043624,0.665161,0
458,1.278259,1.000000,0.300727,0.052500,0.030555,1.364693,0.875982,0.045743,0.671377,0
459,1.265561,1.000000,0.278046,0.052500,0.030555,1.088801,0.910046,0.035911,0.673937,0
460,1.204727,1.000000,0.214444,0.052500,0.030555,0.853799,0.908789,0.034538,0.912180,0
461,1.191581,1.000000,0.201325,0.052500,0.030555,0.819432,0.904313,0.035392,0.995538,0
462,1.171493,1.000000,0.174238,0.052500,0.030555,0.492000,0.971418,0.013384,0.648724,0
463,1.167021,1.000000,0.186992,0.052500,0.030555,0.984229,0.839671,0.049701,1.213464,0
464,1.155554,1.000000,0.165465,0.052500,0.030555,0.723043,0.888733,0.038295,1.298094,0
465,1.154681,1.000000,0.164585,0.052500,0.030555,0.720310,0.888382,0.038352,1.306950,0
466,1.134123,1.000000,0.139258,0.052500,0.030555,0.520216,0.926077,0.027755,1.357509,1
467,1.132443,1.000000,0.142578,0.052500,0.030555,0.659738,0.874945,0.040762,1.576735,1
468,1.129932,1.000000,0.140089,0.052500,0.030555,0.652546,0.873281,0.041048,1.612461,1
469,1.120820,1.000000,0.126488,0.052500,0.030555,0.502080,0.913367,0.030924,1.604604,1
470,1.116726,1.000000,0.119671,0.052500,0.030555,0.380925,0.956865,0.017882,1.231963,1
471,1.109433,1.000000,0.112765,0.052500,0.030555,0.382721,0.946271,0.021178,1.471322,1
472,1.095128,1.000000,0.105888,0.052500,0.030555,0.553539,0.842335,0.046130,2.274158,1
473,1.081952,1.000000,0.087834,0.052500,0.030555,0.393611,0.885420,0.036615,2.600657,1
474,1.075861,1.000000,0.087136,0.052500,0.030555,0.496101,0.817281,0.049813,2.839033,1
475,1.072088,1.000000,0.076052,0.052500,0.030555,0.306172,0.912667,0.029758,2.767527,1
476,1.063882,1.000000,0.068191,0.052500,0.030555,0.292471,0.897635,0.033198,3.282095,1
477,1.062403,1.000000,0.064065,0.052500,0.030555,0.144623,0.993255,0.003502,0.702135,1
478,1.058724,1.000000,0.063296,0.052500,0.030555,0.283939,0.886260,0.035641,3.664989,1
479,1.057992,1.000000,0.059668,0.052500,0.030555,0.139577,0.991540,0.004258,0.891867,1
480,1.057260,1.000000,0.058997,0.052500,0.030555,0.149522,0.986266,0.006487,1.270223,1
481,1.056529,1.000000,0.064679,0.052500,0.030555,0.361035,0.823376,0.047886,3.888724,1
482,1.055071,1.000000,0.056791,0.052500,0.030555,0.142133,0.987281,0.006058,1.253116,1
483,1.054343,1.000000,0.055952,0.052500,0.030555,0.101567,0.998965,0.000641,0.185716,1
484,1.052167,1.000000,0.064831,0.052500,0.030555,0.430350,0.768807,0.056009,3.847480,1
485,1.051443,1.000000,0.053226,0.052500,0.030555,0.143047,0.981366,0.008380,1.734176,1
486,1.050720,1.000000,0.052522,0.052500,0.030555,0.143658,0.979655,0.009023,1.861834,1
487,1.049999,1.000000,0.051827,0.052500,0.030555,0.144800,0.977443,0.009838,2.016948,1
488,1.049278,1.000000,0.051153,0.052500,0.030555,0.147587,0.973788,0.011153,2.246389,1
489,1.048558,1.000000,0.050418,0.052500,0.030555,0.144536,0.974583,0.010862,2.236967,1
490,1.047840,1.000000,0.049541,0.052500,0.030555,0.123803,0.987593,0.005888,1.417725,1
491,1.047122,1.000000,0.048829,0.052500,0.030555,0.123228,0.986888,0.006173,1.495193,1
492,1.046405,1.000000,0.048152,0.052500,0.030555,0.127431,0.982978,0.007720,1.810776,1
493,1.045689,1.000000,0.047544,0.052500,0.030555,0.137334,0.973802,0.011110,2.421258,1
494,1.044975,1.000000,0.046979,0.052500,0.030555,0.147124,0.962938,0.014792,3.013260,1
495,1.044261,1.000000,0.046243,0.052500,0.030555,0.143844,0.963976,0.014442,3.013228,1
496,1.043548,1.000000,0.045590,0.052500,0.030555,0.146013,0.959570,0.015856,3.263601,1
497,1.042836,1.000000,0.044864,0.052500,0.030555,0.143246,0.960087,0.015681,3.294277,1
498,1.042125,1.000000,0.044042,0.052500,0.030555,0.133841,0.967405,0.013275,2.988998,1
499,1.041416,1.000000,0.043535,0.052500,0.030555,0.145100,0.953121,0.017832,3.708431,1
500,1.040707,1.000000,0.042852,0.052500,0.030555,0.144647,0.950949,0.018477,3.859972,1
501,1.039999,1.000000,0.042163,0.052500,0.030555,0.143772,0.949181,0.018994,3.997415,1
502,1.038586,1.000000,0.040761,0.052500,0.030555,0.140527,0.947259,0.019536,4.217909,1
503,1.037881,1.000000,0.040007,0.052500,0.030555,0.136075,0.949753,0.018785,4.194164,1
504,1.037176,1.000000,0.039417,0.052500,0.030555,0.139878,0.941875,0.021066,4.581786,1
505,1.036473,1.000000,0.038786,0.052500,0.030555,0.141274,0.936740,0.022493,4.850367,1
506,1.035771,1.000000,0.038001,0.052500,0.030555,0.135528,0.940987,0.021289,4.791942,1
507,1.035070,1.000000,0.037326,0.052500,0.030555,0.134758,0.938604,0.021944,4.974403,1
508,1.034369,1.000000,0.036610,0.052500,0.030555,0.132112,0.938742,0.021891,5.068574,1
509,1.033670,1.000000,0.035984,0.052500,0.030555,0.133355,0.933334,0.023364,5.366356,1
510,1.032972,1.000000,0.035324,0.052500,0.030555,0.132989,0.930041,0.024233,5.588967,1
511,1.032274,1.000000,0.034740,0.052500,0.030555,0.135437,0.922386,0.026217,5.945296,1
512,1.031578,1.000000,0.033974,0.052500,0.030555,0.130706,0.925400,0.025422,5.981550,1
513,1.030882,1.000000,0.033311,0.052500,0.030555,0.129899,0.922411,0.026176,6.205617,1
514,1.030187,1.000000,0.032581,0.052500,0.030555,0.126485,0.923461,0.025888,6.311659,1
515,1.029494,1.000000,0.032061,0.052500,0.030555,0.130748,0.912039,0.028729,6.784960,1
516,1.028801,1.000000,0.031373,0.052500,0.030555,0.128795,0.910478,0.029088,6.983419,1
517,1.028109,1.000000,0.030726,0.052500,0.030555,0.128188,0.906572,0.030003,7.246997,1
518,1.027418,1.000000,0.030007,0.052500,0.030555,0.125081,0.906821,0.029924,7.417384,1
519,1.026728,1.000000,0.028972,0.052500,0.030555,0.110417,0.927770,0.024685,6.940606,1
520,1.026039,1.000000,0.028859,0.052500,0.030555,0.127986,0.891006,0.033503,8.137736,1
521,1.025351,1.000000,0.028102,0.052500,0.030555,0.123679,0.893065,0.033024,8.311829,1
522,1.024664,1.000000,0.027634,0.052500,0.030555,0.127779,0.879762,0.035880,8.752620,1
523,1.023977,1.000000,0.026926,0.052500,0.030555,0.124862,0.879001,0.036015,9.003014,1
524,1.023292,1.000000,0.026305,0.052500,0.030555,0.124321,0.873728,0.037083,9.322598,1
525,1.022607,1.000000,0.025652,0.052500,0.030555,0.122819,0.870077,0.037799,9.631761,1
526,1.021924,1.000000,0.025127,0.052500,0.030555,0.124526,0.860126,0.039735,9.999778,1
527,1.021241,1.000000,0.024422,0.052500,0.030555,0.121562,0.858873,0.039950,10.312704,1
528,1.020559,1.000000,0.023932,0.052500,0.030555,0.123790,0.847423,0.042068,10.678351,1
529,1.019879,1.000000,0.023302,0.052500,0.030555,0.122509,0.842498,0.042931,11.026100,1
530,1.019199,1.000000,0.022613,0.052500,0.030555,0.119800,0.840174,0.043317,11.391832,1
531,1.018520,1.000000,0.022019,0.052500,0.030555,0.119198,0.833506,0.044453,11.765469,1
532,1.017842,1.000000,0.021511,0.052500,0.030555,0.120397,0.823046,0.046187,12.118718,1
533,1.017164,1.000000,0.020845,0.052500,0.030555,0.118025,0.819374,0.046757,12.531412,1
534,1.016488,1.000000,0.020359,0.052500,0.030555,0.119378,0.808123,0.048509,12.870752,1
535,1.015813,1.000000,0.019767,0.052500,0.030555,0.118396,0.801205,0.049531,13.268568,1
536,1.015138,1.000000,0.019110,0.052500,0.030555,0.116023,0.796749,0.050161,13.730326,1
537,1.014464,1.000000,0.018626,0.052500,0.030555,0.116987,0.785509,0.051743,14.065341,1
538,1.013792,1.000000,0.017971,0.052500,0.030555,0.114513,0.780665,0.052380,14.565498,1
539,1.013120,1.000000,0.017409,0.052500,0.030555,0.113752,0.772212,0.053483,14.991699,1
540,1.012449,1.000000,0.016861,0.052500,0.030555,0.113144,0.763177,0.054617,15.412224,1
541,1.011779,1.000000,0.016340,0.052500,0.030555,0.112914,0.753151,0.055823,15.805566,1
542,1.011110,1.000000,0.015800,0.052500,0.030555,0.112221,0.743708,0.056904,16.232513,1
543,1.010442,1.000000,0.015380,0.052500,0.030555,0.113477,0.730543,0.058342,16.480234,1
544,1.009774,1.000000,0.014815,0.052500,0.030555,0.112110,0.721731,0.059238,16.959868,1
545,1.009108,1.000000,0.014224,0.052500,0.030555,0.110226,0.713432,0.060042,17.506801,1
546,1.008442,1.000000,0.013701,0.052500,0.030555,0.109360,0.703063,0.061005,17.952035,1
547,1.007777,1.000000,0.013296,0.052500,0.030555,0.110307,0.689566,0.062186,18.166596,1
548,1.007113,1.000000,0.012747,0.052500,0.030555,0.108798,0.679594,0.062989,18.680875,1
549,1.006450,1.000000,0.012291,0.052500,0.030555,0.108648,0.667314,0.063918,19.007817,1
550,1.005788,1.000000,0.011737,0.052500,0.030555,0.106848,0.656982,0.064636,19.570787,1
551,1.005127,1.000000,0.011328,0.052500,0.030555,0.107175,0.643548,0.065505,19.799440,1
552,1.004466,1.000000,0.010861,0.052500,0.030555,0.106470,0.631171,0.066226,20.176311,1
553,1.003807,1.000000,0.010355,0.052500,0.030555,0.105060,0.619222,0.066851,20.667306,1
554,1.003148,1.000000,0.009902,0.052500,0.030555,0.104325,0.606210,0.067461,21.030401,1
555,1.002490,1.000000,0.009489,0.052500,0.030555,0.104048,0.592530,0.068020,21.289116,1
556,1.001834,1.000000,0.009004,0.052500,0.030555,0.102588,0.579484,0.068472,21.763883,1
557,1.001177,1.000000,0.008644,0.052500,0.030555,0.102820,0.565022,0.068888,21.875447,1
558,1.000522,1.000000,0.008161,0.052500,0.030555,0.101116,0.551374,0.069193,22.371580,1
559,0.999868,1.000000,0.007757,0.052500,0.030555,0.100421,0.536904,0.069428,22.632681,1
560,0.999214,1.000000,0.007392,0.052500,0.030555,0.100155,0.522126,0.069574,22.770217,1
561,0.998562,1.000000,0.006982,0.052500,0.030555,0.099094,0.507251,0.069624,23.060756,1
562,0.997910,1.000000,0.006664,0.052500,0.030555,0.099207,0.492231,0.069577,23.048998,1
563,0.997259,1.000000,0.006301,0.052500,0.030555,0.098521,0.477025,0.069429,23.190362,1
564,0.996609,1.000000,0.005926,0.052500,0.030555,0.097503,0.461497,0.069175,23.377406,1
565,0.995960,1.000000,0.005609,0.052500,0.030555,0.097185,0.446149,0.068820,23.363848,1
566,0.995311,1.000000,0.005228,0.052500,0.030555,0.095768,0.429930,0.068335,23.573236,1
567,0.994664,1.000000,0.004906,0.052500,0.030555,0.095049,0.414031,0.067747,23.577682,1
