symbol,S,K,C,bid,ask,T,r,market_iv,moneyness_SK
SPXW260925C07150000,7643.99,7150.0,500.5,491.5,509.5,0.01686611960947334,0.0525,0.3375005215454102,1.0690895104895104
SPXW260925C07180000,7643.99,7180.0,470.6,461.5,479.7,0.01686611960947334,0.0525,0.3226233509826659,1.0646225626740946
SPXW260925C07210000,7643.99,7210.0,440.75,431.6,449.9,0.01686611960947334,0.0525,0.3075783354187011,1.0601927877947295
SPXW260925C07225000,7643.99,7225.0,426.45000000000005,416.6,436.3,0.01686611960947334,0.0525,0.3065026015472412,1.0579916955017301
SPXW260925C07230000,7643.99,7230.0,420.9,411.8,430.0,0.01686611960947334,0.0525,0.29727875579833973,1.0572600276625173
SPXW260925C07260000,7643.99,7260.0,391.85,381.9,401.8,0.01686611960947334,0.0525,0.2895655150604247,1.0528911845730027
SPXW260925C07270000,7643.99,7270.0,381.3,372.1,390.5,0.01686611960947334,0.0525,0.2778850288391113,1.051442916093535
SPXW260925C07275000,7643.99,7275.0,376.29999999999995,367.2,385.4,0.01686611960947334,0.0525,0.27465019790649414,1.0507202749140894
SPXW260925C07280000,7643.99,7280.0,371.35,362.1,380.6,0.01686611960947334,0.0525,0.27283442016601556,1.0499986263736263
SPXW260925C07300000,7643.99,7300.0,352.0,341.9,362.1,0.01686611960947334,0.0525,0.2685009674072265,1.0471219178082192
SPXW260925C07310000,7643.99,7310.0,341.8,332.1,351.5,0.01686611960947334,0.0525,0.260200269165039,1.0456894664842682
SPXW260925C07320000,7643.99,7320.0,331.79999999999995,322.2,341.4,0.01686611960947334,0.0525,0.25411207321167,1.0442609289617486
SPXW260925C07330000,7643.99,7330.0,322.45,312.4,332.5,0.01686611960947334,0.0525,0.2531584084320069,1.0428362892223737
SPXW260925C07340000,7643.99,7340.0,312.6,302.5,322.7,0.01686611960947334,0.0525,0.2482374981689453,1.0414155313351499
SPXW260925C07350000,7643.99,7350.0,302.04999999999995,299.4,304.7,0.01686611960947334,0.0525,0.20605499763488766,1.0399986394557823
SPXW260925C07360000,7643.99,7360.0,293.04999999999995,282.9,303.2,0.01686611960947334,0.0525,0.2386550744628906,1.038585597826087
SPXW260925C07375000,7643.99,7375.0,278.0,268.3,287.7,0.01686611960947334,0.0525,0.2278748477935791,1.036473220338983
SPXW260925C07380000,7643.99,7380.0,273.1,263.4,282.8,0.01686611960947334,0.0525,0.22533428482055662,1.035771002710027
SPXW260925C07390000,7643.99,7390.0,263.79999999999995,253.7,273.9,0.01686611960947334,0.0525,0.22364057617187497,1.0343694181326115
SPXW260925C07400000,7643.99,7400.0,253.55,251.3,255.8,0.01686611960947334,0.0525,0.18454794952392578,1.0329716216216216
SPXW260925C07410000,7643.99,7410.0,244.35000000000002,234.3,254.4,0.01686611960947334,0.0525,0.21344780700683597,1.0315775978407558
SPXW260925C07425000,7643.99,7425.0,229.3,226.8,231.8,0.01686611960947334,0.0525,0.17503418968200682,1.0294936026936026
SPXW260925C07430000,7643.99,7430.0,224.60000000000002,215.3,233.9,0.01686611960947334,0.0525,0.1994327494049072,1.028800807537012
SPXW260925C07435000,7643.99,7435.0,219.85,210.6,229.1,0.01686611960947334,0.0525,0.19706766075134277,1.0281089441829185
SPXW260925C07440000,7643.99,7440.0,215.5,213.0,218.0,0.01686611960947334,0.0525,0.17136448760986328,1.0274180107526882
SPXW260925C07450000,7643.99,7450.0,205.2,202.6,207.8,0.01686611960947334,0.0525,0.16477275665283203,1.0260389261744967
SPXW260925C07460000,7643.99,7460.0,196.25,194.0,198.5,0.01686611960947334,0.0525,0.16159133094787595,1.0246635388739946
SPXW260925C07470000,7643.99,7470.0,186.65,184.5,188.8,0.01686611960947334,0.0525,0.15675434318542483,1.0232918340026773
SPXW260925C07475000,7643.99,7475.0,182.10000000000002,179.9,184.3,0.01686611960947334,0.0525,0.15555654022216797,1.0226073578595318
SPXW260925C07480000,7643.99,7480.0,177.64999999999998,175.7,179.6,0.01686611960947334,0.0525,0.15358436145782473,1.0219237967914439
SPXW260925C07490000,7643.99,7490.0,167.85,165.2,170.5,0.01686611960947334,0.0525,0.15052881950378422,1.0205594125500668
SPXW260925C07495000,7643.99,7495.0,162.35,160.1,164.6,0.01686611960947334,0.0525,0.1443567010498047,1.019878585723816
SPXW260925C07500000,7643.99,7500.0,157.75,155.6,159.9,0.01686611960947334,0.0525,0.14225863853454587,1.0191986666666666
SPXW260925C07505000,7643.99,7505.0,153.10000000000002,150.9,155.3,0.01686611960947334,0.0525,0.1404504901123047,1.0185196535642904
SPXW260925C07510000,7643.99,7510.0,148.60000000000002,146.4,150.8,0.01686611960947334,0.0525,0.13890173851013185,1.0178415446071905
SPXW260925C07515000,7643.99,7515.0,145.1,142.5,147.7,0.01686611960947334,0.0525,0.14167881034851074,1.0171643379906852
SPXW260925C07520000,7643.99,7520.0,139.45,137.1,141.8,0.01686611960947334,0.0525,0.13559824371337892,1.0164880319148937
SPXW260925C07525000,7643.99,7525.0,135.2,133.1,137.3,0.01686611960947334,0.0525,0.13384350051879884,1.0158126245847177
SPXW260925C07530000,7643.99,7530.0,130.85,128.7,133.0,0.01686611960947334,0.0525,0.13261899494171148,1.0151381142098272
SPXW260925C07535000,7643.99,7535.0,126.2,123.9,128.5,0.01686611960947334,0.0525,0.1307154800415039,1.014464499004645
SPXW260925C07540000,7643.99,7540.0,123.44999999999999,121.6,125.3,0.01686611960947334,0.0525,0.13246640857696534,1.013791777188329
SPXW260925C07545000,7643.99,7545.0,117.6,115.3,119.9,0.01686611960947334,0.0525,0.12783159774780273,1.013119946984758
SPXW260925C07550000,7643.99,7550.0,113.5,111.5,115.5,0.01686611960947334,0.0525,0.1259700440979004,1.0124490066225165
SPXW260925C07555000,7643.99,7555.0,109.25,107.3,111.2,0.01686611960947334,0.0525,0.12430685272216799,1.0117789543348776
SPXW260925C07560000,7643.99,7560.0,106.05000000000001,104.2,107.9,0.01686611960947334,0.0525,0.12522237091064453,1.0111097883597884
SPXW260925C07565000,7643.99,7565.0,100.9,99.0,102.8,0.01686611960947334,0.0525,0.12123223747253417,1.0104415069398545
SPXW260925C07570000,7643.99,7570.0,97.1,95.8,98.4,0.01686611960947334,0.0525,0.11902736450195311,1.0097741083223248
SPXW260925C07575000,7643.99,7575.0,93.85,92.5,95.2,0.01686611960947334,0.0525,0.11978648166656493,1.0091075907590759
SPXW260925C07580000,7643.99,7580.0,89.55000000000001,89.4,89.7,0.01686611960947334,0.0525,0.11460235992431642,1.0084419525065962
SPXW260925C07585000,7643.99,7585.0,86.35,86.2,86.5,0.01686611960947334,0.0525,0.11509826560974121,1.0077771918259724
SPXW260925C07590000,7643.99,7590.0,82.30000000000001,82.2,82.4,0.01686611960947334,0.0525,0.1132176386642456,1.0071133069828722
SPXW260925C07595000,7643.99,7595.0,78.65,78.5,78.8,0.01686611960947334,0.0525,0.11242037490844725,1.0064502962475312
SPXW260925C07600000,7643.99,7600.0,74.75,74.6,74.9,0.01686611960947334,0.0525,0.11076481285095213,1.0057881578947367
SPXW260925C07605000,7643.99,7605.0,71.0,70.9,71.1,0.01686611960947334,0.0525,0.10921224658966062,1.0051268902038133
SPXW260925C07610000,7643.99,7610.0,67.30000000000001,67.2,67.4,0.01686611960947334,0.0525,0.1077512321472168,1.004466491458607
SPXW260925C07615000,7643.99,7615.0,63.5,63.4,63.6,0.01686611960947334,0.0525,0.10591256645202635,1.0038069599474722
SPXW260925C07620000,7643.99,7620.0,60.1,60.0,60.2,0.01686611960947334,0.0525,0.10482920326232908,1.0031482939632546
SPXW260925C07625000,7643.99,7625.0,56.95,56.8,57.1,0.01686611960947334,0.0525,0.10425700439453123,1.0024904918032786
SPXW260925C07630000,7643.99,7630.0,53.55,53.4,53.7,0.01686611960947334,0.0525,0.10283032188415528,1.0018335517693315
SPXW260925C07635000,7643.99,7635.0,50.5,50.4,50.6,0.01686611960947334,0.0525,0.1018995450592041,1.001177472167649
SPXW260925C07640000,7643.99,7640.0,47.3,47.1,47.5,0.01686611960947334,0.0525,0.1007856645965576,1.0005222513089005
SPXW260925C07645000,7643.99,7645.0,44.5,44.4,44.6,0.01686611960947334,0.0525,0.0999235516357422,0.9998678875081752
SPXW260925C07650000,7643.99,7650.0,41.2,41.1,41.3,0.01686611960947334,0.0525,0.0979780754852295,0.9992143790849672
SPXW260925C07655000,7643.99,7655.0,38.25,38.1,38.4,0.01686611960947334,0.0525,0.09671542331695558,0.9985617243631613
SPXW260925C07660000,7643.99,7660.0,35.8,35.7,35.9,0.01686611960947334,0.0525,0.09613559513092042,0.9979099216710182
SPXW260925C07665000,7643.99,7665.0,33.0,32.9,33.1,0.01686611960947334,0.0525,0.09466695137023928,0.9972589693411611
SPXW260925C07670000,7643.99,7670.0,30.6,30.5,30.7,0.01686611960947334,0.0525,0.09387350227355956,0.9966088657105606
SPXW260925C07675000,7643.99,7675.0,28.1,28.0,28.2,0.01686611960947334,0.0525,0.09262229408264158,0.9959596091205212
SPXW260925C07680000,7643.99,7680.0,25.9,25.8,26.0,0.01686611960947334,0.0525,0.09182884498596192,0.9953111979166667
SPXW260925C07685000,7643.99,7685.0,23.9,23.8,24.0,0.01686611960947334,0.0525,0.09126809009552002,0.9946636304489265
SPXW260925C07690000,7643.99,7690.0,21.55,21.5,21.6,0.01686611960947334,0.0525,0.08949427360534667,0.9940169050715214
SPXW260925C07695000,7643.99,7695.0,19.700000000000003,19.6,19.8,0.01686611960947334,0.0525,0.08891826007843019,0.99337102014295
SPXW260925C07700000,7643.99,7700.0,18.1,18.0,18.2,0.01686611960947334,0.0525,0.08860927268981933,0.992725974025974
SPXW260925C07705000,7643.99,7705.0,16.4,16.3,16.5,0.01686611960947334,0.0525,0.08778530632019044,0.9920817650876054
SPXW260925C07710000,7643.99,7710.0,14.8,14.7,14.9,0.01686611960947334,0.0525,0.08696133995056154,0.9914383916990921
SPXW260925C07715000,7643.99,7715.0,13.1,13.0,13.2,0.01686611960947334,0.0525,0.08555754539489746,0.990795852235904
SPXW260925C07720000,7643.99,7720.0,11.7,11.6,11.8,0.01686611960947334,0.0525,0.08470306175231934,0.9901541450777201
SPXW260925C07725000,7643.99,7725.0,10.4,10.3,10.5,0.01686611960947334,0.0525,0.08384857810974122,0.9895132686084143
SPXW260925C07730000,7643.99,7730.0,9.45,9.4,9.5,0.01686611960947334,0.0525,0.08366547447204592,0.9888732212160414
SPXW260925C07735000,7643.99,7735.0,8.3,8.2,8.4,0.01686611960947334,0.0525,0.08287965469360353,0.9882340012928248
SPXW260925C07740000,7643.99,7740.0,7.25,7.2,7.3,0.01686611960947334,0.0525,0.08175051559448243,0.9875956072351421
SPXW260925C07745000,7643.99,7745.0,6.5,6.4,6.6,0.01686611960947334,0.0525,0.08181917945861819,0.986958037443512
SPXW260925C07750000,7643.99,7750.0,5.65,5.6,5.7,0.01686611960947334,0.0525,0.08080448013305663,0.9863212903225806
SPXW260925C07755000,7643.99,7755.0,4.9,4.8,5.0,0.01686611960947334,0.0525,0.08030094512939454,0.985685364281109
SPXW260925C07760000,7643.99,7760.0,4.4,4.3,4.5,0.01686611960947334,0.0525,0.08046116081237795,0.9850502577319588
SPXW260925C07765000,7643.99,7765.0,3.7,3.6,3.8,0.01686611960947334,0.0525,0.07932439239501954,0.9844159690920798
SPXW260925C07770000,7643.99,7770.0,3.3,3.2,3.4,0.01686611960947334,0.0525,0.07947697875976564,0.9837824967824967
SPXW260925C07775000,7643.99,7775.0,2.8499999999999996,2.8,2.9,0.01686611960947334,0.0525,0.07875982284545899,0.9831498392282958
SPXW260925C07780000,7643.99,7780.0,2.4000000000000004,2.35,2.45,0.01686611960947334,0.0525,0.07799689102172852,0.9825179948586118
SPXW260925C07785000,7643.99,7785.0,2.075,2.05,2.1,0.01686611960947334,0.0525,0.07758490783691407,0.9818869621066153
SPXW260925C07790000,7643.99,7790.0,1.775,1.7,1.85,0.01686611960947334,0.0525,0.07767645965576173,0.9812567394094993
SPXW260925C07795000,7643.99,7795.0,1.5750000000000002,1.55,1.6,0.01686611960947334,0.0525,0.07750861465454104,0.980627325208467
SPXW260925C07800000,7643.99,7800.0,1.3,1.25,1.35,0.01686611960947334,0.0525,0.07703559692382814,0.979998717948718
SPXW260925C07805000,7643.99,7805.0,1.15,1.1,1.2,0.01686611960947334,0.0525,0.07737128692626954,0.9793709160794363
SPXW260925C07810000,7643.99,7810.0,1.0,0.95,1.05,0.01686611960947334,0.0525,0.07749335601806642,0.9787439180537771
SPXW260925C07815000,7643.99,7815.0,0.8500000000000001,0.8,0.9,0.01686611960947334,0.0525,0.07737128692626954,0.9781177223288547
SPXW260925C07820000,7643.99,7820.0,0.7,0.65,0.75,0.01686611960947334,0.0525,0.07694404510498049,0.9774923273657289
SPXW260925C07825000,7643.99,7825.0,0.625,0.55,0.7,0.01686611960947334,0.0525,0.07792059783935548,0.9768677316293929
SPXW260925C07830000,7643.99,7830.0,0.575,0.55,0.6,0.01686611960947334,0.0525,0.07789008056640626,0.9762439335887612
SPXW260928C07300000,7643.99,7300.0,354.45,344.4,364.5,0.025079671970869643,0.0525,0.23781584945678708,1.0471219178082192
SPXW260928C07340000,7643.99,7340.0,315.55,305.3,325.8,0.025079671970869643,0.0525,0.22235885070800776,1.0414155313351499
SPXW260928C07350000,7643.99,7350.0,305.4,295.6,315.2,0.025079671970869643,0.0525,0.21529410202026367,1.0399986394557823
SPXW260928C07400000,7643.99,7400.0,257.55,247.3,267.8,0.025079671970869643,0.0525,0.1976436742782593,1.0329716216216216
SPXW260928C07425000,7643.99,7425.0,232.5,222.8,242.2,0.025079671970869643,0.0525,0.18253762416839597,1.0294936026936026
SPXW260928C07450000,7643.99,7450.0,208.64999999999998,206.1,211.2,0.025079671970869643,0.0525,0.15139093246459961,1.0260389261744967
SPXW260928C07460000,7643.99,7460.0,199.15,196.4,201.9,0.025079671970869643,0.0525,0.14831631721496583,1.0246635388739946
SPXW260928C07470000,7643.99,7470.0,191.0,184.7,197.3,0.025079671970869643,0.0525,0.1582611335372925,1.0232918340026773
SPXW260928C07475000,7643.99,7475.0,184.89999999999998,182.2,187.6,0.025079671970869643,0.0525,0.1424188542175293,1.0226073578595318
SPXW260928C07480000,7643.99,7480.0,181.85,179.1,184.6,0.025079671970869643,0.0525,0.145340883102417,1.0219237967914439
SPXW260928C07485000,7643.99,7485.0,176.2,173.5,178.9,0.025079671970869643,0.0525,0.14066792568206787,1.0212411489645958
SPXW260928C07490000,7643.99,7490.0,172.35000000000002,169.9,174.8,0.025079671970869643,0.0525,0.14037419692993164,1.0205594125500668
SPXW260928C07495000,7643.99,7495.0,167.35000000000002,164.9,169.8,0.025079671970869643,0.0525,0.13758949577331545,1.019878585723816
SPXW260928C07500000,7643.99,7500.0,163.35000000000002,160.9,165.8,0.025079671970869643,0.0525,0.13742546543121342,1.0191986666666666
SPXW260928C07510000,7643.99,7510.0,154.05,151.4,156.7,0.025079671970869643,0.0525,0.13402660415649414,1.0178415446071905
SPXW260928C07520000,7643.99,7520.0,146.0,139.7,152.3,0.025079671970869643,0.0525,0.1418237673950195,1.0164880319148937
SPXW260928C07525000,7643.99,7525.0,141.3,138.9,143.7,0.025079671970869643,0.0525,0.13016616912841794,1.0158126245847177
SPXW260928C07530000,7643.99,7530.0,136.64999999999998,134.1,139.2,0.025079671970869643,0.0525,0.12835802070617672,1.0151381142098272
SPXW260928C07540000,7643.99,7540.0,128.2,125.7,130.7,0.025079671970869643,0.0525,0.12574116455078127,1.013791777188329
SPXW260928C07550000,7643.99,7550.0,119.75,117.3,122.2,0.025079671970869643,0.0525,0.12285346759796144,1.0124490066225165
SPXW260928C07560000,7643.99,7560.0,111.15,109.4,112.9,0.025079671970869643,0.0525,0.11793255733489989,1.0111097883597884
SPXW260928C07565000,7643.99,7565.0,107.8,106.0,109.6,0.025079671970869643,0.0525,0.1183254672241211,1.0104415069398545
SPXW260928C07570000,7643.99,7570.0,102.95,101.2,104.7,0.025079671970869643,0.0525,0.11517074413299562,1.0097741083223248
SPXW260928C07575000,7643.99,7575.0,99.2,97.4,101.0,0.025079671970869643,0.0525,0.11451080810546876,1.0091075907590759
SPXW260928C07580000,7643.99,7580.0,95.2,93.4,97.0,0.025079671970869643,0.0525,0.1131222721862793,1.0084419525065962
SPXW260928C07585000,7643.99,7585.0,91.5,91.2,91.8,0.025079671970869643,0.0525,0.10917409999847412,1.0077771918259724
SPXW260928C07590000,7643.99,7590.0,87.7,87.4,88.0,0.025079671970869643,0.0525,0.10804114624023436,1.0071133069828722
SPXW260928C07600000,7643.99,7600.0,80.7,80.5,80.9,0.025079671970869643,0.0525,0.10646187736511231,1.0057881578947367
SPXW260928C07605000,7643.99,7605.0,77.1,76.8,77.4,0.025079671970869643,0.0525,0.10559976440429686,1.0051268902038133
SPXW260928C07610000,7643.99,7610.0,73.0,72.8,73.2,0.025079671970869643,0.0525,0.103249934387207,1.004466491458607
SPXW260928C07615000,7643.99,7615.0,70.0,69.8,70.2,0.025079671970869643,0.0525,0.1031316799545288,1.0038069599474722
SPXW260928C07620000,7643.99,7620.0,66.0,65.8,66.2,0.025079671970869643,0.0525,0.10095350959777832,1.0031482939632546
SPXW260928C07625000,7643.99,7625.0,63.15,62.9,63.4,0.025079671970869643,0.0525,0.10095350959777832,1.0024904918032786
SPXW260928C07630000,7643.99,7630.0,59.3,59.1,59.5,0.025079671970869643,0.0525,0.09872574867248535,1.0018335517693315
SPXW260928C07635000,7643.99,7635.0,56.25,56.0,56.5,0.025079671970869643,0.0525,0.09807725662231445,1.001177472167649
SPXW260928C07640000,7643.99,7640.0,53.2,53.0,53.4,0.025079671970869643,0.0525,0.0970968892288208,1.0005222513089005
SPXW260928C07645000,7643.99,7645.0,50.099999999999994,49.9,50.3,0.025079671970869643,0.0525,0.09597537944793703,0.9998678875081752
SPXW260928C07650000,7643.99,7650.0,47.45,47.2,47.7,0.025079671970869643,0.0525,0.09565113342285157,0.9992143790849672
SPXW260928C07655000,7643.99,7655.0,44.65,44.4,44.9,0.025079671970869643,0.0525,0.09479664978027345,0.9985617243631613
SPXW260928C07660000,7643.99,7660.0,42.0,41.8,42.2,0.025079671970869643,0.0525,0.09398031272888183,0.9979099216710182
SPXW260928C07665000,7643.99,7665.0,38.85,38.7,39.0,0.025079671970869643,0.0525,0.0920462805557251,0.9972589693411611
SPXW260928C07670000,7643.99,7670.0,36.599999999999994,36.4,36.8,0.025079671970869643,0.0525,0.09185936225891114,0.9966088657105606
SPXW260928C07675000,7643.99,7675.0,34.2,34.0,34.4,0.025079671970869643,0.0525,0.09112313304901125,0.9959596091205212
SPXW260928C07680000,7643.99,7680.0,31.35,31.2,31.5,0.025079671970869643,0.0525,0.08923106212615968,0.9953111979166667
SPXW260928C07685000,7643.99,7685.0,29.4,29.2,29.6,0.025079671970869643,0.0525,0.08912806632995607,0.9946636304489265
SPXW260928C07690000,7643.99,7690.0,26.9,26.7,27.1,0.025079671970869643,0.0525,0.08764416393280029,0.9940169050715214
SPXW260928C07695000,7643.99,7695.0,25.0,24.8,25.2,0.025079671970869643,0.0525,0.08718640483856203,0.99337102014295
SPXW260928C07700000,7643.99,7700.0,23.15,23.0,23.3,0.025079671970869643,0.0525,0.08654935676574707,0.992725974025974
SPXW260928C07705000,7643.99,7705.0,21.25,21.1,21.4,0.025079671970869643,0.0525,0.08571776107788087,0.9920817650876054
SPXW260928C07710000,7643.99,7710.0,19.200000000000003,19.1,19.3,0.025079671970869643,0.0525,0.08423004402160647,0.9914383916990921
SPXW260928C07715000,7643.99,7715.0,17.6,17.4,17.8,0.025079671970869643,0.0525,0.08386765140533449,0.990795852235904
SPXW260928C07720000,7643.99,7720.0,16.05,15.9,16.2,0.025079671970869643,0.0525,0.08307038764953617,0.9901541450777201
SPXW260928C07725000,7643.99,7725.0,14.6,14.5,14.7,0.025079671970869643,0.0525,0.08229982650756837,0.9895132686084143
SPXW260928C07730000,7643.99,7730.0,13.25,13.1,13.4,0.025079671970869643,0.0525,0.08180392082214358,0.9888732212160414
SPXW260928C07735000,7643.99,7735.0,11.9,11.8,12.0,0.025079671970869643,0.0525,0.08082736808776855,0.9882340012928248
SPXW260928C07740000,7643.99,7740.0,10.9,10.8,11.0,0.025079671970869643,0.0525,0.08070148433685302,0.9875956072351421
SPXW260928C07745000,7643.99,7745.0,9.8,9.7,9.9,0.025079671970869643,0.0525,0.08009495353698731,0.986958037443512
SPXW260928C07750000,7643.99,7750.0,8.7,8.6,8.8,0.025079671970869643,0.0525,0.0792480992126465,0.9863212903225806
SPXW260928C07760000,7643.99,7760.0,7.0,6.9,7.1,0.025079671970869643,0.0525,0.0784165035247803,0.9850502577319588
SPXW260928C07770000,7643.99,7770.0,5.550000000000001,5.4,5.7,0.025079671970869643,0.0525,0.07775275283813476,0.9837824967824967
SPXW260928C07775000,7643.99,7775.0,4.9,4.8,5.0,0.025079671970869643,0.0525,0.07706611419677736,0.9831498392282958
SPXW260928C07780000,7643.99,7780.0,4.25,4.1,4.4,0.025079671970869643,0.0525,0.07654732055664065,0.9825179948586118
SPXW260928C07790000,7643.99,7790.0,3.3,3.2,3.4,0.025079671970869643,0.0525,0.07568520759582523,0.9812567394094993
SPXW260928C07800000,7643.99,7800.0,2.5,2.4,2.6,0.025079671970869643,0.0525,0.07491464645385743,0.979998717948718
SPXW260928C07810000,7643.99,7810.0,1.925,1.85,2.0,0.025079671970869643,0.0525,0.07445688735961914,0.9787439180537771
SPXW260928C07820000,7643.99,7820.0,1.475,1.4,1.55,0.025079671970869643,0.0525,0.07427378372192384,0.9774923273657289
SPXW260928C07825000,7643.99,7825.0,1.325,1.25,1.4,0.025079671970869643,0.0525,0.0745636978149414,0.9768677316293929
SPXW260928C07830000,7643.99,7830.0,1.15,1.05,1.25,0.025079671970869643,0.0525,0.07471628417968751,0.9762439335887612
SPXW260928C07840000,7643.99,7840.0,0.875,0.8,0.95,0.025079671970869643,0.0525,0.07448740463256837,0.9749987244897959
SPXW260928C07850000,7643.99,7850.0,0.7,0.65,0.75,0.025079671970869643,0.0525,0.07480783599853516,0.9737566878980891
SPXW260928C07860000,7643.99,7860.0,0.575,0.5,0.65,0.025079671970869643,0.0525,0.07618111328125002,0.9725178117048345
SPXW260929C07200000,7643.99,7200.0,454.75,444.5,465.0,0.027817522758001742,0.0525,0.2760616217803955,1.0616652777777777
SPXW260929C07225000,7643.99,7225.0,430.0,419.8,440.2,0.027817522758001742,0.0525,0.2652585071563721,1.0579916955017301
SPXW260929C07300000,7643.99,7300.0,356.20000000000005,346.3,366.1,0.027817522758001742,0.0525,0.23311618942260742,1.0471219178082192
SPXW260929C07325000,7643.99,7325.0,332.15,321.9,342.4,0.027817522758001742,0.0525,0.22529232357025142,1.0435481228668941
SPXW260929C07375000,7643.99,7375.0,283.65,273.7,293.6,0.027817522758001742,0.0525,0.20419344398498532,1.036473220338983
SPXW260929C07400000,7643.99,7400.0,260.05,249.8,270.3,0.027817522758001742,0.0525,0.196297099609375,1.0329716216216216
SPXW260929C07420000,7643.99,7420.0,239.25,236.7,241.8,0.027817522758001742,0.0525,0.1614692618560791,1.030187331536388
SPXW260929C07450000,7643.99,7450.0,211.2,208.7,213.7,0.027817522758001742,0.0525,0.15216530826568608,1.0260389261744967
SPXW260929C07475000,7643.99,7475.0,189.2,186.8,191.6,0.027817522758001742,0.0525,0.14703840641021731,1.0226073578595318
SPXW260929C07480000,7643.99,7480.0,184.6,182.0,187.2,0.027817522758001742,0.0525,0.1459130819702148,1.0219237967914439
SPXW260929C07490000,7643.99,7490.0,175.75,173.3,178.2,0.027817522758001742,0.0525,0.14301394104003906,1.0205594125500668
SPXW260929C07500000,7643.99,7500.0,166.5,163.9,169.1,0.027817522758001742,0.0525,0.13969518760681152,1.0191986666666666
SPXW260929C07525000,7643.99,7525.0,145.05,142.7,147.4,0.027817522758001742,0.0525,0.13307293937683104,1.0158126245847177
SPXW260929C07530000,7643.99,7530.0,140.1,137.6,142.6,0.027817522758001742,0.0525,0.13056289367675777,1.0151381142098272
SPXW260929C07540000,7643.99,7540.0,132.35,130.1,134.6,0.027817522758001742,0.0525,0.1289225902557373,1.013791777188329
SPXW260929C07545000,7643.99,7545.0,128.05,125.7,130.4,0.027817522758001742,0.0525,0.12756075695037844,1.013119946984758
SPXW260929C07550000,7643.99,7550.0,123.3,121.3,125.3,0.027817522758001742,0.0525,0.12423437419891357,1.0124490066225165
SPXW260929C07555000,7643.99,7555.0,119.4,117.5,121.3,0.027817522758001742,0.0525,0.12318915760040285,1.0117789543348776
SPXW260929C07560000,7643.99,7560.0,115.35,113.4,117.3,0.027817522758001742,0.0525,0.1220638331604004,1.0111097883597884
SPXW260929C07565000,7643.99,7565.0,111.25,109.4,113.1,0.027817522758001742,0.0525,0.12045786167144774,1.0104415069398545
SPXW260929C07570000,7643.99,7570.0,107.30000000000001,105.4,109.2,0.027817522758001742,0.0525,0.1193897571182251,1.0097741083223248
SPXW260929C07575000,7643.99,7575.0,103.65,101.7,105.6,0.027817522758001742,0.0525,0.11883281688690185,1.0091075907590759
SPXW260929C07580000,7643.99,7580.0,99.5,99.2,99.8,0.027817522758001742,0.0525,0.11385087207794188,1.0084419525065962
SPXW260929C07585000,7643.99,7585.0,95.7,95.4,96.0,0.027817522758001742,0.0525,0.11276369422912597,1.0077771918259724
SPXW260929C07590000,7643.99,7590.0,92.6,92.4,92.8,0.027817522758001742,0.0525,0.11274080627441406,1.0071133069828722
SPXW260929C07595000,7643.99,7595.0,88.9,88.6,89.2,0.027817522758001742,0.0525,0.11184054672241209,1.0064502962475312
SPXW260929C07600000,7643.99,7600.0,84.5,84.2,84.8,0.027817522758001742,0.0525,0.10933050102233885,1.0057881578947367
SPXW260929C07605000,7643.99,7605.0,81.4,81.2,81.6,0.027817522758001742,0.0525,0.10899481101989744,1.0051268902038133
SPXW260929C07610000,7643.99,7610.0,77.5,77.3,77.7,0.027817522758001742,0.0525,0.10724388248443603,1.004466491458607
SPXW260929C07615000,7643.99,7615.0,74.5,74.2,74.8,0.027817522758001742,0.0525,0.10724769714355468,1.0038069599474722
SPXW260929C07620000,7643.99,7620.0,71.1,70.8,71.4,0.027817522758001742,0.0525,0.10621010986328125,1.0031482939632546
SPXW260929C07625000,7643.99,7625.0,67.7,67.4,68.0,0.027817522758001742,0.0525,0.10506189746856688,1.0024904918032786
SPXW260929C07630000,7643.99,7630.0,64.5,64.2,64.8,0.027817522758001742,0.0525,0.10416545257568358,1.0018335517693315
SPXW260929C07635000,7643.99,7635.0,60.8,60.6,61.0,0.027817522758001742,0.0525,0.10205976074218749,1.001177472167649
SPXW260929C07640000,7643.99,7640.0,58.15,57.9,58.4,0.027817522758001742,0.0525,0.10201017017364501,1.0005222513089005
SPXW260929C07645000,7643.99,7645.0,55.099999999999994,54.9,55.3,0.027817522758001742,0.0525,0.1009306216430664,0.9998678875081752
SPXW260929C07650000,7643.99,7650.0,51.75,51.6,51.9,0.027817522758001742,0.0525,0.09917969310760498,0.9992143790849672
SPXW260929C07660000,7643.99,7660.0,45.900000000000006,45.7,46.1,0.027817522758001742,0.0525,0.09707781593322756,0.9979099216710182
SPXW260929C07665000,7643.99,7665.0,43.7,43.5,43.9,0.027817522758001742,0.0525,0.09709307456970215,0.9972589693411611
SPXW260929C07670000,7643.99,7670.0,40.599999999999994,40.4,40.8,0.027817522758001742,0.0525,0.09531925807952882,0.9966088657105606
SPXW260929C07675000,7643.99,7675.0,38.05,37.9,38.2,0.027817522758001742,0.0525,0.0943121880722046,0.9959596091205212
SPXW260929C07680000,7643.99,7680.0,35.7,35.5,35.9,0.027817522758001742,0.0525,0.09370947193145752,0.9953111979166667
SPXW260929C07685000,7643.99,7685.0,33.35,33.2,33.5,0.027817522758001742,0.0525,0.09276725112915038,0.9946636304489265
