tick,S,K,C,r,T,true_iv,true_delta,true_vega,true_gamma,is_liquid
32855,37.910660,32.912034,6.923464,0.022878,1.908665,0.132834,0.864372,11.407859,0.031307,0
32856,32.115867,39.393812,6.165333,0.077710,1.052354,0.587047,0.538925,13.080877,0.020529,0
32857,31.829002,30.694715,6.833473,0.061517,1.639287,0.298222,0.708860,13.975259,0.028217,1
32858,55.388420,61.435311,5.604527,0.011473,1.763289,0.255354,0.469563,29.256631,0.021180,1
32859,62.671393,72.277247,9.098254,0.070137,0.715857,0.541006,0.510775,21.146285,0.013902,1
32860,55.940447,48.769919,15.908898,0.055228,0.630817,0.678984,0.721938,14.905797,0.011121,1
32861,71.205200,60.260886,17.842291,0.075574,1.508312,0.159035,0.937694,10.728897,0.008822,0
32862,60.793715,46.163824,14.843188,0.078279,0.059162,0.225629,1.000000,0.000011,0.000000,0
32863,67.966655,74.130894,15.195708,0.020605,1.278224,0.554208,0.585806,29.943722,0.009150,1
32864,40.303606,45.231053,1.202476,0.022552,0.827571,0.181398,0.307356,12.886588,0.052846,1
32865,43.571174,30.725490,18.782339,0.030064,1.929607,0.505313,0.824136,15.650599,0.008455,0
32866,54.334490,65.830285,12.362068,0.071345,1.665880,0.502281,0.583726,27.358995,0.011075,0
32867,43.283443,45.263908,4.675398,0.076525,0.765208,0.292238,0.572158,14.857267,0.035463,1
32868,35.884041,38.899685,3.850381,0.071915,0.235918,0.691499,0.491302,6.951658,0.033093,1
32869,40.903983,31.950598,12.520500,0.039320,0.591067,0.603195,0.792375,9.002629,0.015092,0
32870,78.062014,93.970400,23.493095,0.022667,1.868320,0.657452,0.614113,40.813746,0.005453,0
32871,54.727269,55.509302,8.167566,0.076706,0.935002,0.319256,0.633342,19.921032,0.022282,1
32872,29.327189,32.680136,0.023860,0.059864,0.266321,0.100459,0.039661,1.295211,0.056287,1
32873,44.506743,56.071830,5.570853,0.063596,0.847606,0.522207,0.449092,16.213534,0.018492,0
32874,60.185796,59.569596,12.562457,0.035206,1.840907,0.328928,0.652259,30.175182,0.013757,1
32875,61.849887,75.609729,8.263466,0.065736,0.663560,0.596111,0.467700,20.033761,0.013240,0
32876,22.725607,23.378571,5.215602,0.027540,1.336218,0.497303,0.618737,10.012394,0.029175,1
32877,30.620144,21.655953,10.356301,0.014673,1.182724,0.371099,0.864997,7.230228,0.017570,0
32878,46.045543,62.919797,1.400042,0.045038,0.285391,0.571347,0.203771,6.964065,0.020144,0
32879,26.342857,30.265982,4.319330,0.011041,1.920356,0.380705,0.516284,14.551301,0.028682,1
32880,71.295981,59.033758,23.510081,0.049572,1.248135,0.513359,0.765380,24.455246,0.007509,0
32881,63.724765,71.258272,17.711943,0.026054,1.550944,0.624177,0.616730,30.295253,0.007706,1
32882,74.726003,64.226795,19.006134,0.065000,1.980800,0.160118,0.912432,16.733750,0.009449,0
32883,43.201684,30.467855,14.815010,0.058155,0.931897,0.317812,0.928985,5.661916,0.010243,0
32884,29.571491,40.523164,0.880276,0.078089,0.347812,0.501777,0.204708,4.950934,0.032440,0
32885,28.244124,36.403752,4.464292,0.020449,1.761565,0.449338,0.473308,14.921554,0.023631,0
32886,73.075496,90.672221,3.544127,0.016781,0.452831,0.449010,0.295341,16.975914,0.015635,0
32887,48.903963,67.402780,1.511284,0.020069,0.890351,0.327658,0.204596,13.095616,0.018770,0
32888,22.901616,23.598025,5.040931,0.058785,1.978759,0.329637,0.662064,11.776421,0.034423,1
32889,74.333176,67.542635,20.696377,0.067489,1.042435,0.518316,0.718559,25.611161,0.008579,1
32890,23.055272,30.509000,5.122586,0.079135,1.272532,0.644005,0.546277,10.305747,0.023658,0
32891,47.849798,59.136907,6.342323,0.012658,1.519306,0.415367,0.452197,23.360386,0.016168,0
32892,46.048465,40.133950,6.698725,0.053253,0.155015,0.353867,0.867706,3.881973,0.033374,1
32893,21.332777,29.606921,1.998448,0.074212,1.990915,0.285480,0.403040,11.651931,0.045048,0
32894,61.140079,77.095922,3.301587,0.043899,0.355989,0.542626,0.306401,12.803821,0.017732,0
32895,37.890529,29.119806,11.582081,0.038759,1.123043,0.370893,0.835744,9.938398,0.016619,0
32896,69.661256,68.556197,17.466933,0.071505,1.188168,0.486894,0.675652,27.306850,0.009727,1
32897,63.918656,73.542420,4.443721,0.017777,0.799084,0.331167,0.390598,21.932119,0.020285,1
32898,56.395641,40.612106,20.280281,0.072165,1.624882,0.118841,0.998724,0.302576,0.000493,0
32899,53.356874,72.583422,0.853866,0.071210,0.968954,0.217487,0.156703,12.605883,0.021011,0
32900,25.074068,32.459287,2.211718,0.033544,0.971743,0.430016,0.374426,9.368139,0.035659,0
32901,63.926001,66.447648,10.633269,0.073043,0.729289,0.473296,0.594125,21.169957,0.015008,1
32902,57.014435,63.619838,11.770917,0.076835,0.738641,0.669731,0.577675,19.176705,0.011925,1
32903,62.480554,61.094121,8.446019,0.077618,0.603181,0.328639,0.655040,17.877833,0.023102,1
32904,40.382741,54.999391,0.789374,0.030141,0.576395,0.341771,0.160144,7.464059,0.023234,0
32905,76.794992,62.452213,26.771533,0.054148,1.252311,0.537638,0.775519,25.740346,0.006483,0
32906,36.427679,33.134225,5.988470,0.044051,0.527472,0.363080,0.718815,8.924072,0.035115,1
32907,57.921531,69.430810,11.344617,0.041615,1.632004,0.472789,0.545525,29.327200,0.011329,0
32908,33.326947,39.524337,5.502285,0.068250,1.969816,0.323548,0.558642,18.458329,0.026076,0
32909,49.137157,38.706363,13.987775,0.043577,1.008182,0.359759,0.832174,12.382281,0.014139,0
32910,44.493714,31.506568,13.232157,0.025370,0.255400,0.332781,0.985182,0.842657,0.005008,0
32911,58.523690,45.315338,16.388018,0.041830,1.583294,0.165949,0.950173,7.573903,0.008416,0
32912,63.717401,44.669106,28.319143,0.072142,1.701388,0.490576,0.856973,18.768723,0.005539,0
32913,70.679693,67.677665,15.772177,0.019525,1.819566,0.356483,0.657104,35.046638,0.010816,1
32914,42.628087,55.390500,0.187088,0.043259,0.136749,0.436313,0.066053,2.023814,0.018666,0
32915,57.384605,52.292975,17.694715,0.074267,1.911412,0.381057,0.760910,24.612468,0.010262,1
32916,72.270737,70.305041,9.044725,0.021938,0.239748,0.565025,0.601416,13.658584,0.019305,1
32917,35.857935,46.679387,0.146765,0.025176,1.804758,0.104819,0.069455,6.429150,0.026432,0
32918,44.265623,31.232206,14.173853,0.045076,0.536606,0.372818,0.933470,4.186232,0.010679,0
32919,58.151353,41.871121,18.174135,0.039172,0.972706,0.245079,0.949222,5.988274,0.007428,0
32920,61.242391,56.850736,8.256147,0.023520,1.016500,0.207534,0.717187,20.885514,0.026396,1
32921,54.186664,41.341002,18.635750,0.078168,1.855704,0.181626,0.964353,5.790074,0.005851,0
32922,30.453811,32.299185,4.150103,0.028249,0.581587,0.508282,0.533640,9.232331,0.033675,1
32923,66.466125,69.342112,10.149828,0.073015,0.551909,0.521429,0.574704,19.352611,0.015222,1
32924,60.001741,68.469448,12.502910,0.022584,1.783480,0.461562,0.563314,31.564025,0.010650,1
32925,50.404206,52.854580,3.730667,0.022339,0.291138,0.426181,0.474816,10.828288,0.034350,1
32926,35.804656,48.775846,0.490532,0.048663,0.433153,0.352311,0.129983,4.984515,0.025479,0
32927,53.672939,55.659355,2.912003,0.076421,0.548368,0.174701,0.542886,15.764582,0.057122,1
32928,26.223425,35.792721,0.362939,0.041020,0.880998,0.240001,0.133948,5.315469,0.036557,0
32929,51.301038,44.083909,13.070124,0.016992,1.901701,0.314160,0.739293,22.979421,0.014615,0
32930,50.625902,66.171550,0.000008,0.049061,0.118629,0.178305,0.000011,0.000887,0.000016,0
32931,25.655141,34.876361,0.234306,0.028502,0.106609,0.663349,0.097592,1.444099,0.031025,0
32932,42.493991,40.689316,4.276106,0.027581,0.653179,0.213407,0.670866,12.424304,0.049360,1
32933,34.394207,24.848349,11.124941,0.013447,0.740278,0.470718,0.848444,6.947340,0.016854,0
32934,67.753702,54.820862,19.309614,0.013720,1.616653,0.355531,0.771454,26.065621,0.009879,0
32935,70.642936,84.276833,1.020583,0.059835,0.824625,0.153014,0.198932,17.901794,0.028430,0
32936,31.401397,38.666467,0.312254,0.032884,0.989204,0.151763,0.138333,6.894946,0.046578,0
32937,43.355360,39.698070,4.605362,0.046098,0.310067,0.189880,0.846503,5.715746,0.051648,1
32938,73.367583,102.451668,0.706202,0.019272,0.352062,0.389753,0.096988,7.470734,0.010115,0
32939,78.723061,79.707708,12.530165,0.076871,0.842169,0.372212,0.627003,27.348092,0.014078,1
32940,67.888111,68.256472,18.255434,0.074383,1.416451,0.489416,0.678258,28.959350,0.009064,1
32941,78.222708,94.921593,0.014822,0.012759,0.173168,0.186358,0.007596,0.681680,0.003452,0
32942,28.604846,20.581268,10.055203,0.079488,0.780194,0.450261,0.881499,5.009620,0.017428,0
32943,64.366290,65.452872,3.671595,0.034584,0.393763,0.233898,0.520781,16.091490,0.042171,1
32944,53.113559,54.550512,12.465601,0.024811,1.713729,0.443805,0.624654,26.373352,0.012292,1
32945,21.248722,26.755523,3.668019,0.014479,1.141835,0.589444,0.490153,9.055495,0.029799,0
32946,23.734157,23.771220,3.374789,0.014093,1.738237,0.252202,0.592986,12.142905,0.049172,1
32947,38.487254,41.806646,9.475397,0.069141,1.006889,0.637951,0.617755,14.730848,0.015482,1
32948,40.931188,54.438323,3.269313,0.064590,0.815715,0.450550,0.356484,13.783105,0.022385,0
32949,68.827800,77.494626,4.803089,0.050648,1.603519,0.170346,0.473903,34.696080,0.026813,1
32950,67.331262,79.792964,13.522464,0.016754,1.564704,0.513842,0.539023,33.439415,0.009174,0
32951,66.506297,63.768194,10.714341,0.057427,1.907318,0.135560,0.816797,24.368692,0.021308,1
32952,60.078059,42.660857,18.090644,0.037077,0.373322,0.297991,0.979692,1.800532,0.004484,0
32953,63.267729,57.596586,17.113117,0.029232,1.568564,0.430832,0.701533,27.486501,0.010161,1
32954,58.028232,78.719954,0.000015,0.031689,0.105657,0.221798,0.000017,0.001384,0.000018,0
32955,61.517764,63.293223,10.869060,0.015595,1.097271,0.437632,0.581009,25.176107,0.013854,1
32956,38.060647,47.263723,0.089966,0.012586,0.757853,0.138740,0.049098,3.367942,0.022112,0
32957,38.383838,35.656380,11.615309,0.030521,1.383107,0.560745,0.693402,15.848763,0.013870,1
32958,53.235160,48.614834,7.554812,0.032648,0.549508,0.286300,0.731857,13.003010,0.029164,1
32959,55.404004,69.191331,0.021976,0.064912,0.484424,0.121904,0.013688,1.349683,0.007446,0
32960,38.919341,36.695341,2.535903,0.047826,0.135085,0.132100,0.914542,2.234861,0.082682,1
32961,59.091288,68.442945,0.196359,0.015616,0.400666,0.152305,0.079147,5.515738,0.025886,1
32962,36.005265,44.986569,3.938490,0.051404,1.182077,0.393953,0.434900,15.408655,0.025524,0
32963,56.299054,76.962012,4.093392,0.012510,1.721278,0.327282,0.321590,26.468867,0.014824,0
32964,66.076402,91.065664,4.202240,0.053509,0.409711,0.638808,0.299298,14.689936,0.012855,0
32965,42.508200,40.835099,6.508553,0.033923,0.249314,0.661268,0.622601,8.064455,0.027071,1
32966,68.761050,59.384968,29.433118,0.017356,1.925311,0.695954,0.748331,30.425954,0.004803,0
32967,47.701279,41.181760,9.943865,0.061234,0.425744,0.468125,0.763995,9.587187,0.021141,0
32968,78.010499,105.735373,16.751596,0.028429,1.681028,0.592794,0.520263,40.298593,0.006645,0
32969,63.821236,84.689708,9.259327,0.025829,0.955378,0.608819,0.445751,24.656002,0.010407,0
32970,56.835112,58.940604,6.158291,0.072858,1.270836,0.178641,0.647965,23.781703,0.032429,1
32971,31.956170,25.067220,7.626546,0.022306,1.206567,0.141243,0.965318,2.692063,0.015469,0
32972,56.111073,49.814735,11.839321,0.052420,1.235564,0.264334,0.780070,18.464236,0.017956,1
32973,72.061614,81.706850,19.621725,0.071774,1.236100,0.657747,0.623690,30.413673,0.007204,1
32974,69.292018,76.404848,3.596649,0.032687,1.094484,0.185675,0.412254,28.217598,0.028919,1
32975,66.196783,85.794936,7.609032,0.071449,0.803866,0.529565,0.425511,23.263706,0.012471,0
32976,74.525408,95.821204,0.341180,0.027966,0.105217,0.490591,0.069250,3.218984,0.011228,0
32977,69.005584,90.082293,0.422576,0.017575,1.532559,0.133615,0.085999,13.409946,0.013753,0
32978,58.116180,53.038629,23.668873,0.061188,1.713005,0.675348,0.746644,24.342033,0.006230,1
32979,29.706459,41.382234,2.283252,0.033495,0.918812,0.466959,0.327066,10.275109,0.027138,0
32980,72.302641,99.226400,2.484117,0.039056,1.100213,0.288533,0.225840,22.793080,0.013735,0
32981,49.666068,61.488569,0.000509,0.062359,0.119104,0.183019,0.000616,0.036931,0.000687,0
32982,66.371702,50.229147,18.230222,0.059193,0.329258,0.480913,0.888477,7.232185,0.010368,0
32983,36.430775,38.732938,6.070726,0.044184,1.629087,0.320615,0.591251,18.062877,0.026057,1
32984,43.209151,35.654421,12.528542,0.043390,1.555535,0.341227,0.794733,15.323644,0.015463,0
32985,51.675742,59.502715,1.099839,0.058786,0.675329,0.174507,0.262744,13.849061,0.044007,1
32986,68.167068,61.134115,15.356404,0.078728,0.422945,0.623502,0.710007,15.174823,0.012384,1
32987,59.629581,64.807881,3.923177,0.054412,0.646783,0.268999,0.454583,19.007473,0.030725,1
32988,46.845005,51.433567,2.031691,0.052752,0.513848,0.245746,0.386477,12.850360,0.046373,1
32989,28.968582,36.532069,5.307724,0.029811,1.394461,0.539863,0.508010,13.644351,0.021598,0
32990,31.225220,37.911763,0.000000,0.011166,0.066277,0.146860,0.000000,0.000007,0.000001,0
32991,46.638308,38.523391,15.225364,0.077382,1.522026,0.380374,0.814062,15.406824,0.012235,0
32992,55.677012,52.170069,11.459389,0.053881,0.862438,0.422191,0.684561,18.378785,0.016283,1
32993,38.577882,33.732426,7.927108,0.073946,1.247648,0.125694,0.953844,4.168623,0.017861,1
32994,24.959483,21.109677,8.994912,0.015484,1.378333,0.636585,0.734471,9.607753,0.017577,0
32995,43.113583,34.826636,16.256612,0.078490,1.368968,0.540191,0.794959,14.334160,0.010428,0
32996,45.840719,61.290164,6.195642,0.022186,0.718856,0.686614,0.428399,15.254975,0.014708,0
32997,63.384545,54.892924,16.032561,0.055022,1.247632,0.341808,0.772600,21.361151,0.012468,0
32998,62.478480,58.651554,18.892945,0.079712,0.868149,0.687109,0.700878,20.213710,0.008681,1
32999,26.268145,28.662542,2.855028,0.029913,0.461197,0.513333,0.485500,7.112063,0.043536,1
33000,64.810240,60.046545,15.340882,0.056048,1.140063,0.413425,0.704854,23.881926,0.012063,1
33001,20.129176,15.616216,4.743010,0.036998,0.237313,0.362293,0.942530,1.129264,0.032416,0
33002,39.467116,43.387087,1.434787,0.079299,0.236944,0.340926,0.354049,7.145425,0.056787,1
33003,22.696133,27.666783,0.255468,0.013101,0.475517,0.241110,0.142196,3.520456,0.059609,0
33004,21.537980,22.363631,2.475922,0.070893,0.321934,0.538237,0.541514,4.848848,0.060324,1
33005,73.182140,67.547193,14.195544,0.067994,1.722893,0.150630,0.863595,21.004486,0.015112,1
33006,58.479296,77.203916,7.699881,0.059736,1.575992,0.400300,0.454558,29.097756,0.013487,0
33007,75.987359,99.454805,14.214518,0.013729,1.264486,0.618693,0.494400,34.085178,0.007546,0
33008,74.967609,56.224167,23.704735,0.018612,1.199734,0.390855,0.825943,21.094390,0.008004,0
33009,39.835754,40.932266,9.216452,0.076248,0.823411,0.607675,0.633193,13.609482,0.017140,1
33010,55.185073,52.305483,4.019050,0.032107,0.445536,0.112237,0.827350,9.413901,0.061817,1
33011,29.568616,22.528402,8.391349,0.040197,1.269138,0.209144,0.931689,4.389170,0.018913,0
33012,54.993154,55.217128,16.457379,0.051091,1.879473,0.493245,0.682284,26.879992,0.009588,1
33013,58.952529,53.764269,24.341224,0.053805,1.767487,0.685184,0.745692,25.131358,0.005971,1
33014,77.569856,86.178188,0.027343,0.059404,0.189863,0.105017,0.021155,1.716211,0.014305,1
33015,61.407014,63.393095,14.483545,0.072493,1.122599,0.517603,0.642279,24.287403,0.011085,1
33016,47.866525,61.440733,0.211595,0.072559,0.670117,0.164439,0.076914,5.654145,0.022395,0
33017,74.500189,84.065565,23.272896,0.056127,1.729782,0.628076,0.649632,36.306882,0.006021,1
33018,65.248160,47.272268,21.337226,0.040410,0.415145,0.638296,0.848504,9.867084,0.008746,0
33019,79.480507,64.105976,21.610292,0.033963,1.899139,0.228975,0.851631,25.352503,0.009229,0
33020,26.304610,20.197785,12.204453,0.036696,1.872012,0.672295,0.794403,10.243453,0.011763,0
33021,50.371606,48.979877,12.232084,0.042414,1.571743,0.411766,0.670584,22.853621,0.013917,1
33022,72.659988,89.857921,3.767367,0.054665,1.591329,0.197231,0.352043,34.022056,0.020532,0
33023,26.761053,32.749168,2.687269,0.041919,1.494028,0.316275,0.433667,12.868658,0.038028,0
33024,73.932582,69.725923,8.211840,0.061913,0.560685,0.194899,0.761844,17.137512,0.028691,1
33025,58.867291,74.263248,9.929982,0.033377,1.426398,0.499380,0.495409,28.046309,0.011362,0
33026,45.969108,47.622042,7.001495,0.054995,1.464501,0.274546,0.618753,21.202602,0.024955,1
33027,34.733170,45.436265,8.574393,0.038129,1.705644,0.618975,0.560546,17.887853,0.014045,0
33028,49.354140,63.908297,0.915676,0.063582,0.405008,0.346902,0.172700,8.028638,0.023460,0
33029,50.057014,54.413327,4.614916,0.017413,1.373732,0.250766,0.477842,23.369828,0.027074,1
33030,63.286936,44.320061,21.381471,0.032929,0.784673,0.397136,0.896525,10.086283,0.008081,0
33031,78.953032,96.681626,17.718357,0.026188,1.918383,0.512380,0.555745,43.199528,0.007050,0
33032,62.954929,86.687476,6.370657,0.050425,1.993061,0.320971,0.398358,34.299744,0.013528,0
33033,65.169519,61.189973,11.164010,0.052699,0.400329,0.526671,0.662395,15.067423,0.016826,1
33034,43.957335,61.494148,2.835168,0.026345,0.626220,0.537343,0.295249,12.006772,0.018467,0
33035,20.887867,22.282937,1.940225,0.016688,0.796604,0.322317,0.486163,7.432998,0.066351,1
33036,53.904105,58.140226,16.550267,0.025099,1.979717,0.578299,0.646145,28.203829,0.008478,1
33037,71.964196,54.372688,17.675894,0.019644,0.079067,0.144735,1.000000,0.000000,0.000000,0
33038,74.866446,56.420165,24.250691,0.079553,1.013430,0.330569,0.895931,13.616370,0.007252,0
33039,36.299670,48.451001,2.411314,0.062744,0.992400,0.367363,0.331466,13.119041,0.027310,0
33040,49.305306,64.559354,7.651022,0.026404,1.816398,0.439369,0.468860,26.429169,0.013622,0
33041,77.247966,104.508892,22.402437,0.071948,1.786652,0.669549,0.600015,39.891040,0.005588,0
33042,72.728294,80.621312,5.774673,0.044225,1.806973,0.167378,0.503888,39.000362,0.024379,1
33043,40.419223,35.594276,5.566300,0.054860,0.271541,0.217721,0.904647,3.569643,0.036958,1
33044,31.141089,28.430244,3.496587,0.048549,0.523349,0.109359,0.934720,2.865992,0.051637,1
33045,46.511900,54.003254,5.171427,0.020492,0.416231,0.643494,0.447656,11.868110,0.020482,1
33046,69.203655,60.822158,16.143807,0.072032,1.678109,0.168784,0.894828,16.320451,0.012032,1
33047,65.140323,69.464875,12.420527,0.059841,1.468141,0.377494,0.610355,30.275381,0.012874,1
33048,20.972700,24.461891,3.877712,0.044129,1.204334,0.514961,0.541530,9.132216,0.033477,1
33049,53.887346,50.989813,15.456395,0.061835,1.598903,0.450139,0.710688,23.298370,0.011148,1
33050,50.951019,58.683242,2.323435,0.024494,1.242995,0.197381,0.346913,20.972273,0.032928,1
33051,35.266305,33.575477,10.176204,0.017741,1.725235,0.502048,0.673874,16.695422,0.015498,1
33052,26.853208,25.821625,7.040488,0.060162,0.825043,0.634654,0.670861,8.824004,0.023370,1
33053,58.352011,77.771152,4.302092,0.062912,0.787018,0.444353,0.342353,19.017614,0.015971,0
33054,65.726752,77.294487,12.154236,0.048300,0.733592,0.686681,0.531354,22.389040,0.010288,1
33055,59.092271,69.886438,1.362758,0.049008,0.489509,0.256429,0.238323,12.803549,0.029211,0
33056,65.251339,79.265807,12.302401,0.010153,1.585196,0.509163,0.516806,32.745790,0.009529,0
33057,30.678198,21.739002,14.489788,0.071379,1.634942,0.613562,0.836472,9.680922,0.010254,0
33058,20.235708,14.575841,7.162458,0.072055,1.504953,0.139268,0.995860,0.303281,0.003534,0
33059,63.334960,70.279740,12.918032,0.060515,0.866450,0.610247,0.576582,23.084665,0.010884,1
33060,66.340650,74.352796,2.212423,0.016767,0.368905,0.302573,0.310344,14.222206,0.028951,1
33061,40.784839,41.685106,9.149568,0.041533,0.655390,0.697260,0.614773,12.623263,0.016607,1
33062,43.700431,41.267659,12.454707,0.059976,0.964688,0.621424,0.689282,15.157815,0.013240,1
33063,42.063230,51.786002,1.050090,0.051416,0.136118,0.607630,0.216440,4.552054,0.031106,0
33064,30.849466,34.589692,9.492860,0.019871,1.923997,0.620105,0.633626,16.104221,0.014183,1
33065,63.988634,59.159593,21.419300,0.059436,1.645929,0.533416,0.725674,27.359142,0.007611,1
33066,71.257788,65.810598,14.439625,0.024766,1.820984,0.270393,0.699855,33.440717,0.013375,1
33067,42.590817,50.540762,0.547426,0.027628,0.195721,0.355889,0.165049,4.678185,0.037025,0
33068,41.206395,56.269939,0.362872,0.014014,0.360514,0.359657,0.094859,4.177181,0.018973,0
33069,28.077796,29.696316,0.699177,0.074574,0.150448,0.278683,0.359188,4.071224,0.123169,1
33070,39.515149,40.930754,6.812000,0.028324,0.544808,0.617963,0.573278,11.438936,0.021760,1
33071,72.931916,53.949784,24.327447,0.046450,0.456374,0.696925,0.821411,12.864469,0.007604,0
33072,77.002025,93.949254,9.018280,0.071786,0.935443,0.436715,0.459863,29.560746,0.012204,0
33073,27.596714,25.503419,11.021432,0.078428,1.819692,0.616408,0.752462,11.767655,0.013776,1
33074,38.796645,50.837008,0.736745,0.063831,0.130228,0.664958,0.165586,3.483391,0.026725,0
33075,35.941566,25.523363,11.864068,0.031582,1.627042,0.192803,0.957625,4.139852,0.010216,0
33076,27.345178,19.904598,10.564410,0.058293,1.892897,0.346630,0.871973,7.874826,0.016050,0
33077,63.128091,75.510429,15.499182,0.028663,1.648668,0.581034,0.577810,31.719933,0.008309,0
33078,27.325976,24.227275,10.915522,0.031808,1.838317,0.647583,0.739787,12.022748,0.013525,1
33079,51.601208,48.638044,7.541683,0.012372,0.905503,0.297885,0.651689,18.155427,0.025278,1
33080,26.780067,34.616507,0.492987,0.065834,1.758583,0.122158,0.215123,10.380127,0.067374,0
33081,25.306988,24.928151,5.929262,0.077642,0.889735,0.535498,0.662457,8.722193,0.028584,1
33082,52.338655,57.343607,16.337424,0.056973,1.388630,0.691512,0.652638,22.781432,0.008661,1
33083,79.061982,104.790741,1.210695,0.048968,1.444998,0.162057,0.162165,23.327740,0.015937,0
33084,79.678804,100.650409,2.487323,0.049638,1.549956,0.171947,0.265975,32.552213,0.019239,0
33085,26.936599,28.940872,6.218139,0.058835,0.950291,0.618290,0.608362,10.086798,0.023660,1
33086,21.018149,23.365317,1.541660,0.023350,0.931785,0.279087,0.429554,7.967463,0.069355,1
33087,76.012744,92.326355,7.049780,0.033590,1.822865,0.268026,0.425773,40.231698,0.014252,0
33088,35.574906,37.931081,3.271977,0.061875,1.318459,0.183198,0.574612,16.010382,0.052375,1
33089,35.046537,33.305494,2.171746,0.060246,0.110053,0.190146,0.827525,2.969425,0.115529,1
33090,43.735873,60.045418,0.247948,0.052441,1.375188,0.140771,0.080686,7.674167,0.020724,0
33091,24.254780,27.873063,1.285806,0.030820,0.665568,0.301891,0.360122,7.403764,0.062635,1
33092,58.656063,47.346303,24.420231,0.076999,1.896709,0.519647,0.805438,22.241815,0.006559,0
33093,77.521940,73.973647,10.400984,0.022774,0.411464,0.421490,0.634251,18.703969,0.017946,1
33094,31.234064,25.891960,11.431698,0.034863,1.741477,0.525645,0.759524,12.827440,0.014364,0
33095,75.440787,67.651244,13.244291,0.056753,0.963021,0.216112,0.809926,20.094751,0.016965,1
33096,55.975559,77.712502,6.167316,0.055828,1.947273,0.341332,0.411984,30.400250,0.014597,0
33097,33.281633,43.073365,7.635182,0.066398,1.349642,0.633177,0.555281,15.276625,0.016139,0
33098,78.027905,60.826722,20.045903,0.052382,0.873842,0.167890,0.974822,4.288350,0.004801,0
33099,26.383659,18.508444,9.852322,0.053474,1.323247,0.364099,0.889676,5.718908,0.017052,0
33100,32.143559,29.422897,11.390823,0.040825,1.306726,0.683486,0.716382,12.445652,0.013487,1
33101,59.581369,62.738495,2.608563,0.057799,0.126143,0.441567,0.419052,8.267741,0.041812,1
33102,57.979338,56.439436,8.675694,0.074603,1.074375,0.229768,0.715204,20.395908,0.024578,1
33103,32.616911,23.443091,10.330262,0.068748,0.683108,0.253829,0.971477,1.758930,0.009535,0
33104,70.546368,77.211122,6.787975,0.019080,0.406486,0.510991,0.463988,17.870367,0.017287,1
33105,33.768239,45.604040,0.379668,0.067371,1.635175,0.129297,0.142671,9.734963,0.040380,0
33106,34.499796,34.318873,2.253934,0.032846,0.526993,0.186738,0.592607,9.721042,0.082993,1
33107,27.340457,26.159431,8.110730,0.071626,1.832034,0.422260,0.723284,12.385680,0.021419,1
33108,61.730305,57.281957,7.743288,0.014223,0.332430,0.369677,0.684259,12.656169,0.027026,1
33109,48.537818,48.566451,11.448888,0.046465,1.107597,0.519760,0.643008,19.055124,0.014050,1
33110,71.242750,93.310254,9.350938,0.054007,0.638432,0.678950,0.435418,22.411313,0.010187,0
33111,53.436525,61.282180,3.374278,0.019057,1.654694,0.203681,0.392998,26.430117,0.027463,1
33112,74.117771,100.893735,4.998531,0.015511,0.523111,0.581918,0.307461,18.844123,0.011269,0
33113,33.787419,39.417836,1.307060,0.036620,0.329597,0.392477,0.302295,6.767588,0.045827,1
33114,41.527620,47.127111,8.577619,0.049469,1.721655,0.430450,0.582870,21.267335,0.016641,1
33115,49.778147,68.298181,0.002224,0.017494,0.088292,0.351653,0.001538,0.073821,0.000960,0
33116,70.427271,95.215963,7.328607,0.026578,1.895699,0.352036,0.391321,37.239936,0.011250,0
33117,60.088907,77.699210,2.929161,0.073076,1.359356,0.227815,0.322451,25.133416,0.022477,0
33118,53.046974,55.586899,12.217956,0.018592,1.721589,0.457509,0.608555,26.732967,0.012061,1
33119,60.537040,49.010523,16.203463,0.052838,1.535783,0.207811,0.896890,13.463079,0.011511,0
33120,74.289695,96.114561,0.072527,0.024528,0.139527,0.328609,0.022262,1.471087,0.005814,0
33121,52.084000,56.748460,6.169951,0.017774,0.330544,0.659547,0.491582,11.943512,0.020195,1
33122,64.268160,50.526365,19.910387,0.028082,1.782334,0.330353,0.810426,23.251152,0.009561,0
33123,58.513126,67.491385,4.008429,0.019320,1.043475,0.284374,0.390981,22.949401,0.022589,1
33124,48.873086,65.487106,0.005418,0.065863,0.736350,0.105629,0.004048,0.502219,0.002703,0
33125,38.943760,34.115193,14.989334,0.024192,1.726942,0.637937,0.734639,16.774365,0.010040,1
33126,51.555969,65.779251,0.232536,0.031832,0.729221,0.169702,0.073726,6.151135,0.018700,0
33127,57.883522,46.875576,12.714875,0.014659,1.319931,0.187596,0.880251,13.283374,0.016011,0
33128,77.543028,94.283390,0.075907,0.037229,0.270057,0.182024,0.027882,2.579967,0.008729,0
33129,48.962275,66.387920,0.106463,0.063661,0.693059,0.171371,0.039757,3.495204,0.012276,0
33130,40.592279,36.651538,8.085473,0.029983,0.414599,0.573417,0.689653,9.225488,0.023551,1
33131,53.318903,65.359558,8.517998,0.033781,0.928532,0.585046,0.490562,20.491237,0.013268,0
33132,61.472236,64.084538,5.728618,0.016746,1.643967,0.194871,0.527326,31.370051,0.025913,1
33133,62.431399,63.664550,6.638911,0.060119,1.824607,0.101644,0.765817,25.865214,0.035782,1
